business;name;price range;review count;lat;lon;addr;city;state;categories
/biz/cari%C3%B1o-brooklyn-3;Cariño;$11-30;273;40.7124139;-73.9648625;82 S 4th St Brooklyn NY 11211;Brooklyn;NY;mexican
/biz/cerveceria-havemeyer-new-york;Cerveceria Havemeyer;$11-30;81;40.7116974;-73.9574585;149 Havemeyer St New York NY 11211;New York;NY;bars,mexican
/biz/cheeseboat-brooklyn;Cheeseboat;$11-30;26;40.7198938;-73.9579075;80 Berry St Brooklyn NY 11249;Brooklyn;NY;desserts,diners,salad
/biz/cow-and-clover-brooklyn-2;Cow & Clover;$11-30;138;40.714495;-73.9664899;291 Kent Ave Brooklyn NY 11249;Brooklyn;NY;newamerican,breakfast_brunch,cocktailbars
/biz/dardy-bar-brooklyn-2;Dardy Bar;Under $10;35;40.7127691;-73.9579152;245 S 1st St Brooklyn NY 11211;Brooklyn;NY;divebars,tradamerican
/biz/desnuda-brooklyn;Desnuda;$31-60;134;40.713046;-73.958968;221 S 1st St Brooklyn NY 11211;Brooklyn;NY;seafood,peruvian,cocktailbars
/biz/don-pancho-villa-restaurant-brooklyn;Don Pancho Villa Restaurant;$11-30;108;40.7108642;-73.9521685;189 Borinquen Pl Brooklyn NY 11211;Brooklyn;NY;tex-mex,mexican,asianfusion
/biz/dos31-cocina-bar-brooklyn;DOS31 Cocina + Bar;$11-30;6;40.7105846;-73.9588372;231 S 4th St Brooklyn NY 11211;Brooklyn;NY;bars,latin,dominican
/biz/dotory-brooklyn;Dotory;$11-30;94;40.7077639892;-73.9556983117;353 Broadway Brooklyn NY 11211;Brooklyn;NY;korean
/biz/el-gran-canario-new-york;El Gran Canario;Under $10;26;40.7105573762;-73.9538214151;174 Borinquen Pl New York NY 11211;New York;NY;peruvian,dominican,breakfast_brunch
/biz/emmy-squared-brooklyn;Emmy Squared;$11-30;155;40.712153;-73.95569;364 Grand St Brooklyn NY 11211;Brooklyn;NY;pizza,sandwiches
/biz/fiore-brooklyn-2;Fiore;$11-30;334;40.7129487;-73.957858;284 Grand St Brooklyn NY 11211;Brooklyn;NY;italian,breakfast_brunch
/biz/freehold-brooklyn;FREEHOLD;$11-30;219;40.7136054;-73.965905;45 S 3rd St Brooklyn NY 11249;Brooklyn;NY;coffee,bars,newamerican
/biz/general-store-williamsburg;General Store;Under $10;8;40.7125503;-73.9572949;124-130 Havemeyer St Williamsburg NY 11211;Williamsburg;NY;sandwiches,breakfast_brunch
/biz/gordon-bennett-brooklyn;Gordon Bennett;$11-30;97;40.7107511;-73.9641682;109 S 6th St Brooklyn NY 11249;Brooklyn;NY;british,pubs,gastropubs
/biz/have-a-bagel-brooklyn;Have-A-Bagel;Under $10;18;40.7099462;-73.9584116;197 Havemeyer St Brooklyn NY 11211;Brooklyn;NY;bagels,cafes
/biz/kabob-shack-brooklyn;Kabob Shack;Under $10;120;40.7106635374;-73.9577830531;182 Havemeyer St Brooklyn NY 11211;Brooklyn;NY;afghani,mideastern,mediterranean
/biz/khao-sarn-brooklyn;Khao Sarn;$11-30;232;40.7128921;-73.9626122;338 Bedford Ave Brooklyn NY 11211;Brooklyn;NY;thai
/biz/kichin-brooklyn;Kichin;$11-30;94;40.7085594;-73.9579173;297 Broadway Brooklyn NY 11211;Brooklyn;NY;korean
/biz/la-burrito-brooklyn-2;LA Burrito;Under $10;190;40.7140037;-73.9614436;287 Bedford Ave Brooklyn NY 11211;Brooklyn;NY;mexican
/biz/la-isla-restaurant-brooklyn-2;La Isla Restaurant;Under $10;34;40.7087235;-73.9581403;293 Broadway Brooklyn NY 11211;Brooklyn;NY;dominican
/biz/la-superior-brooklyn;La Superior;$11-30;491;40.713574;-73.9635984;295 Berry St Brooklyn NY 11211;Brooklyn;NY;mexican
/biz/lighthouse-brooklyn-2;Lighthouse;$11-30;179;40.7108676812;-73.9537052347;145 Borinquen Pl Brooklyn NY 11211;Brooklyn;NY;bars,modern_european,newamerican
/biz/lodge-brooklyn;Lodge;$11-30;511;40.7125087;-73.9566536;318 Grand St Brooklyn NY 11211;Brooklyn;NY;tradamerican
/biz/loosie-rouge-brooklyn;Loosie Rouge;$11-30;40;40.7109979;-73.964866;91 S 6th St Brooklyn NY 11249;Brooklyn;NY;cocktailbars,newamerican,pianobars
/biz/m-shanghai-bistro-and-garden-brooklyn;M Shanghai Bistro & Garden;$11-30;382;40.7128972;-73.9576444;292 Grand St Brooklyn NY 11211;Brooklyn;NY;shanghainese
/biz/mahal-kita-brooklyn;Mahal Kita;$11-30;187;40.7106468;-73.9583177;184 Havemeyer St Brooklyn NY 11211;Brooklyn;NY;indpak
/biz/mahji-brooklyn;Mahji;$11-30;41;40.7114433255;-73.9476156975;617 Grand St Brooklyn NY 11211;Brooklyn;NY;chicken_wings,korean,cocktailbars
/biz/maison-premiere-brooklyn;Maison Premiere;$31-60;849;40.7142060818;-73.9616305708;298 Bedford Ave Brooklyn NY 11211;Brooklyn;NY;seafood,wine_bars,cocktailbars
/biz/meadowsweet-williamsburg;Meadowsweet;$31-60;194;40.710417;-73.963113;149 Broadway Williamsburg NY 11211;Williamsburg;NY;tradamerican
/biz/mexico-2000-brooklyn;Mexico 2000;$11-30;50;40.7076396;-73.954919;369 Broadway Brooklyn NY 11211;Brooklyn;NY;mexican
/biz/mexico-2000-grocery-brooklyn;Mexico 2000 Grocery;Under $10;72;40.7076415;-73.955074;367 Broadway Brooklyn NY 11211;Brooklyn;NY;convenience,mexican
/biz/miss-favela-brooklyn;Miss Favela;$11-30;327;40.7122464836;-73.9661882787;57 S 5th St Brooklyn NY 11211;Brooklyn;NY;brazilian,diners,breakfast_brunch
/biz/miusa-wine-bar-brooklyn;MIUSA Wine Bar;$11-30;94;40.7120375;-73.96413;98 S 4th St Brooklyn NY 11249;Brooklyn;NY;wine_bars,tradamerican
/biz/modern-love-brooklyn-brooklyn-2;Modern Love Brooklyn;$11-30;24;40.7098445;-73.951067;317 Union Ave Brooklyn NY 11211;Brooklyn;NY;vegan,vegetarian
/biz/motorino-brooklyn-2;Motorino;$11-30;151;40.7105502;-73.96335;139 Broadway Brooklyn NY 11211;Brooklyn;NY;pizza,italian
/biz/northerly-brooklyn;Northerly;Under $10;30;40.7105829;-73.9578213;181 Havemeyer St Brooklyn NY 11211;Brooklyn;NY;coffee,breakfast_brunch,sandwiches
/biz/oaxaca-taqueria-williamsburg;Oaxaca Taqueria;$11-30;21;40.715031402;-73.9627562663;130 Grand St Williamsburg NY 11249;Williamsburg;NY;mexican
/biz/otb-brooklyn;OTB;$11-30;89;40.7105064392;-73.963394165;141 Broadway Williamsburg Brooklyn NY 11211;Brooklyn;NY;newamerican,bars
/biz/peter-luger-steak-house-brooklyn;Peter Luger Steak House;Above $61;3750;40.709945;-73.962478;178 Broadway Brooklyn NY 11211;Brooklyn;NY;steak,butcher
/biz/pies-n-thighs-brooklyn;Pies-n-Thighs;$11-30;2167;40.711191;-73.961424;166 S 4th St Brooklyn NY 11211;Brooklyn;NY;southern,bbq,breakfast_brunch
/biz/pokito-brooklyn-2;Pokito;$11-30;50;40.7116734;-73.9618415;155 S 4th St Brooklyn NY 11211;Brooklyn;NY;bars,asianfusion,newamerican
/biz/post-office-brooklyn-6;Post Office;$11-30;227;40.7105643;-73.958368;188 Havemeyer St Brooklyn NY 11211;Brooklyn;NY;bars,tradamerican
/biz/pt-restaurant-brooklyn;PT Restaurant;$11-30;279;40.7126287;-73.9622822;331 Bedford Ave Brooklyn NY 11211;Brooklyn;NY;italian
/biz/randolph-brooklyn-brooklyn;Randolph Brooklyn;$11-30;176;40.7120096;-73.9634612;104 S 4th St Brooklyn NY 11249;Brooklyn;NY;cocktailbars,newamerican,breakfast_brunch
/biz/reben-luncheonette-brooklyn;Reben Luncheonette;Under $10;23;40.7090147;-73.9590059;229 Havemeyer St Brooklyn NY 11211;Brooklyn;NY;latin
/biz/rye-brooklyn;Rye;$31-60;544;40.7126995;-73.9579085;247 S 1st St Brooklyn NY 11211;Brooklyn;NY;bars,tradamerican,diners
/biz/salt-charcoal-williamsburg;Salt + Charcoal;$11-30;147;40.7146207176;-73.961273378;171 Grand St Williamsburg NY 11249;Williamsburg;NY;japanese
/biz/samesa-brooklyn;Samesa;$11-30;3;40.7116897;-73.9492277;495 Lorimer St Brooklyn NY 11211;Brooklyn;NY;mideastern
/biz/samurai-mama-brooklyn;Samurai Mama;$11-30;440;40.7140208838;-73.9603257179;205 Grand St Brooklyn NY 11211;Brooklyn;NY;japanese,noodles,soup
/biz/sazon-perez-brooklyn;Sazon Perez;Under $10;30;40.7076924;-73.9510198;417 S 4th St Brooklyn NY 11211;Brooklyn;NY;latin
/biz/semilla-williamsburg-2;Semilla;Above $61;86;40.7114602;-73.9578316;160 Havemeyer St Williamsburg NY 11211;Williamsburg;NY;tradamerican
/biz/shalom-japan-brooklyn;Shalom Japan;$31-60;174;40.7091679;-73.9558028;310 S 4th St Brooklyn NY 11211;Brooklyn;NY;japanese
/biz/simple-cafe-and-restaurant-brooklyn;Simple Cafe & Restaurant;$11-30;129;40.7124405;-73.962761;346 Bedford Ave Brooklyn NY 11249;Brooklyn;NY;newamerican,french
/biz/tabar%C3%A9-brooklyn-2;Tabaré;$11-30;494;40.713046;-73.958968;221 S 1st St Brooklyn NY 11211;Brooklyn;NY;latin
/biz/taco-chulo-brooklyn;Taco Chulo;$11-30;364;40.7125087;-73.9566536;318 Grand St Brooklyn NY 11211;Brooklyn;NY;mexican
/biz/taco-santana-brooklyn;Taco Santana;Under $10;113;40.7078705;-73.9554921;301 Keap St Brooklyn NY 11211;Brooklyn;NY;mexican
/biz/the-bagel-store-brooklyn-12;The Bagel Store;Under $10;552;40.7119046734;-73.96270664;349 Bedford Ave Brooklyn NY 11211;Brooklyn;NY;bagels,breakfast_brunch,delis
/biz/the-chinese-club-brooklyn;The Chinese Club;$11-30;47;40.713844;-73.96039;208 Grand St Brooklyn NY 11211;Brooklyn;NY;indpak,asianfusion,chinese
/biz/the-four-horsemen-williamsburg;The Four Horsemen;$11-30;59;40.7130584;-73.9573216;295 Grand St Williamsburg NY 11211;Williamsburg;NY;wine_bars,newamerican
/biz/tikka-indian-grill-brooklyn-2;Tikka Indian Grill;$11-30;119;40.7144292;-73.9607618;185 Grand St Brooklyn NY 11211;Brooklyn;NY;indpak
/biz/to-spiti-brooklyn;To Spiti;Under $10;13;40.7114602;-73.9578316;160 Havemeyer St Brooklyn NY 11211;Brooklyn;NY;greek
/biz/traif-brooklyn;Traif;$31-60;1657;40.710658;-73.958872;229 S 4th St Brooklyn NY 11211;Brooklyn;NY;newamerican,tapasmallplates
/biz/trophy-bar-brooklyn;Trophy Bar;Under $10;141;40.707908;-73.95565;351 Broadway Brooklyn NY 11211;Brooklyn;NY;cocktailbars,newamerican,lounges
/biz/wei-williamsburg-brooklyn;Wei Williamsburg;$11-30;61;40.7108779;-73.9538226;145 Borinquen Pl Brooklyn NY 11211;Brooklyn;NY;shanghainese
/biz/wild-brooklyn-brooklyn;Wild Brooklyn;$11-30;118;40.7128384;-73.9626364;340 Bedford Ave Brooklyn NY 11249;Brooklyn;NY;gluten_free,newamerican,pizza
/biz/xixa-brooklyn;Xixa;$31-60;401;40.7104476;-73.9585061;241 S 4th St Brooklyn NY 11211;Brooklyn;NY;mexican,tapasmallplates
/biz/zizi-limona-brooklyn;Zizi Limona;$11-30;292;40.712256;-73.957053;129 Havemeyer St Brooklyn NY 11211;Brooklyn;NY;mediterranean,mideastern
/biz/panera-bread-bronx;Panera Bread;Under $10;71;40.8678662949;-73.8278447092;340 Baychester Avenue Bronx NY 10475;Bronx;NY;sandwiches,salad,soup
/biz/pasta-pasta-bronx;Pasta-Pasta;$11-30;39;40.8544858;-73.8546562;2023 Williamsbridge Rd Bronx NY 10461;Bronx;NY;italian
/biz/pelham-bay-diner-bronx;Pelham Bay Diner;$11-30;101;40.8617969;-73.8310038;1920 E Gun Hill Rd Bronx NY 10469;Bronx;NY;diners,newamerican
/biz/phantoms-juice-bar-bronx;Phantoms Juice Bar;Under $10;2;40.8761751;-73.849683;3425 Boston Rd Bronx NY 10469;Bronx;NY;juicebars,burgers,sandwiches
/biz/pizza-hut-bronx-3;Pizza Hut;Under $10;15;40.8685782065;-73.8338270494;2829 Edson Avenue Bronx NY 10469;Bronx;NY;pizza,italian,chicken_wings
/biz/red-lobster-bronx;Red Lobster;$11-30;92;40.8690608415;-73.8270680873;2090 Bartow Avenue Bronx NY 10475;Bronx;NY;seafood,tradamerican
/biz/red-robin-gourmet-burgers-bronx;Red Robin Gourmet Burgers;$11-30;113;40.8642044;-73.8275005;200 Baychester Drive, #118B Bronx NY 10475;Bronx;NY;burgers,tradamerican
/biz/rich-restaurant-bronx;Rich Restaurant;$11-30;11;40.862512;-73.8437579;2485 Eastchester Rd Bronx NY 10469;Bronx;NY;chinese
/biz/richie-rich-carribean-bronx;Richie Rich Carribean;$11-30;48;40.8755731;-73.849862;3357 Fish Ave Bronx NY 10469;Bronx;NY;caribbean
/biz/royal-coach-diner-bronx;Royal Coach Diner;$11-30;127;40.8724921;-73.8542396;3260 Boston Rd Bronx NY 10469;Bronx;NY;diners
/biz/simply-seafood-east-bronx;Simply Seafood;$11-30;34;40.86457;-73.867028;2542b White Plains Rd East Bronx NY 10467;East Bronx;NY;seafood
/biz/sorrento-pizzeria-bronx;Sorrento Pizzeria;Under $10;59;40.8544876;-73.8542579;2004 Williamsbridge Rd Bronx NY 10461;Bronx;NY;pizza
/biz/tana-thai-bronx;Tana Thai;$11-30;58;40.8514025;-73.8438173;1890 Eastchester Rd Bronx NY 10461;Bronx;NY;thai
/biz/tgi-fridays-bronx;TGI Fridays;$11-30;94;40.869481;-73.844209;51780 East Gun Hill Rd Bronx NY 10469;Bronx;NY;tradamerican,bars
/biz/the-dumplin-shop-bronx-2;The Dumplin Shop;$11-30;21;40.875858;-73.8361;1530 E 222nd St Bronx NY 10469;Bronx;NY;cafes,breakfast_brunch,caribbean
/biz/townhouse-restaurant-bronx-2;Townhouse Restaurant;$11-30;9;40.8779501;-73.8280818;129 Dreiser Lp Bronx NY 10475;Bronx;NY;tradamerican,seafood,steak
/biz/ultimate-grill-bronx-2;Ultimate Grill;$11-30;30;40.8708787;-73.846493;1345 E Gun Hill Rd Bronx NY 10469;Bronx;NY;caribbean
/biz/vegans-delight-new-york;Vegans Delight;Under $10;17;40.8786658;-73.8444182;3565 Boston Rd New York NY 10469;New York;NY;vegan,grocery
/biz/venezia-pizzeria-bronx;Venezia Pizzeria;Under $10;29;40.8598885;-73.8551855;1115 Astor Ave Bronx NY 10469;Bronx;NY;pizza
/biz/villa-maria-pizzeria-bronx;Villa Maria Pizzeria;Under $10;14;40.8622423;-73.843169;2440 Eastchester Rd Bronx NY 10469;Bronx;NY;pizza
/biz/xin-hi-east-bronx;Xin Hi;$11-30;14;40.8696270698;-73.8277097726;2051 Bartow Ave East Bronx NY 10475;East Bronx;NY;chinese
/biz/yummy-house-bronx;Yummy House;$11-30;18;40.8623445;-73.8433719;2452 Eastchester Ave Bronx NY 10469;Bronx;NY;chinese
/biz/100-bronx;100%;Under $10;25;40.8834803565;-73.897845076;130 W 238th St Bronx NY 10463;Bronx;NY;cafes,juicebars,latin
/biz/best-chinese-restaurant-bronx;Best Chinese Restaurant;Under $10;14;40.8846258;-73.8317475;4004A Boston Rd Bronx NY 10475;Bronx;NY;chinese
/biz/big-wong-chinese-restaurant-bronx;Big Wong Chinese Restaurant;Under $10;2;40.884435;-73.8494277;3975 Laconia Ave Bronx NY 10466;Bronx;NY;chinese
/biz/burger-king-bronx-12;Burger King;Under $10;4;40.8768808;-73.8459879;3500 Boston Rd Bronx NY 10469;Bronx;NY;burgers
/biz/capri-ii-pizzeria-new-york;Capri II Pizzeria;Under $10;4;40.8775869;-73.8280734;149 Dreiser Loop New York NY 10475;New York;NY;pizza
/biz/casa-doro-deli-bronx;Casa Doro Deli;Under $10;9;40.8625659;-73.8434374;2487 Eastchester Rd Bronx NY 10469;Bronx;NY;grocery,delis
/biz/checkers-bronx;Checkers;Under $10;24;40.867177;-73.830641;344 Baychester Ave Bronx NY 10475;Bronx;NY;tradamerican
/biz/china-pavilion-bronx;China Pavilion;Under $10;12;40.8562685;-73.8436674;2102 Eastchester Rd Bronx NY 10461;Bronx;NY;chinese
/biz/china-top-bronx;China Top;Under $10;6;40.8784594;-73.844572;3563 Boston Rd Bronx NY 10469;Bronx;NY;chinese
/biz/cooyah-restaurant-new-york;Cooyah Restaurant;Under $10;6;40.8783454895;-73.8443222046;3563 Boston Rd New York NY 10469;New York;NY;caribbean,newamerican
/biz/country-boyz-restaurant-bronx;Country Boyz Restaurant;$11-30;1;40.8728356;-73.8528374;1182 E Gun Hill Rd Bronx NY 10469;Bronx;NY;caribbean,hotdogs
/biz/country-thyme-cuisine-bronx;Country Thyme Cuisine;Under $10;10;40.8769383;-73.8376656;1455 E 222nd St Bronx NY 10469;Bronx;NY;caribbean
/biz/cozy-cottage-restaurant-bronx;Cozy Cottage Restaurant;Under $10;40;40.8863622;-73.8276895;4105 Boston Rd Bronx NY 10466;Bronx;NY;breakfast_brunch,greek
/biz/dallas-bbq-bronx-2;Dallas BBQ;$11-30;125;40.8678765;-73.8245747;2160 Bartow Ave Bronx NY 10475;Bronx;NY;bbq
/biz/dominicks-pizzeria-bronx-2;Dominicks Pizzeria;Under $10;19;40.8656897;-73.8580654;1015 Allerton Ave Bronx NY 10469;Bronx;NY;pizza
/biz/dragon-city-bronx;Dragon City;Under $10;27;40.8687177;-73.826097;2102 Bartow Ave Bronx NY 10475;Bronx;NY;chinese
/biz/dyre-ave-diner-bronx;Dyre Ave Diner;Under $10;6;40.8880052;-73.8315455;3803 Dyre Ave Bronx NY 10466;Bronx;NY;tradamerican,breakfast_brunch,diners
/biz/dyre-fish-market-bronx;Dyre Fish Market;$11-30;17;40.8889299;-73.8309873;3828 Dyre Ave Bronx NY 10466;Bronx;NY;seafood
/biz/ez-grill-nyc-bronx;Ez Grill NYC;Under $10;60;40.8543220214;-73.8641628383;790 Lydig Ave Bronx NY 10462;Bronx;NY;mediterranean,greek,sandwiches
/biz/fratelli-bronx;Fratelli;$11-30;43;40.8630966;-73.8437976;2507 Eastchester Rd Bronx NY 10469;Bronx;NY;italian
/biz/fresh-tortillas-bronx-5;Fresh Tortillas;Under $10;36;40.8559515;-73.8558622;2123 Williamsbridge Rd Bronx NY 10461;Bronx;NY;japanese,chinese,tex-mex
/biz/gold-star-jerk-center-bronx-2;Gold Star Jerk Center;$11-30;36;40.88335;-73.8627801;3768 White Plains Rd Bronx NY 10467;Bronx;NY;caribbean
/biz/golden-star-garden-bronx;Golden Star Garden;Under $10;4;40.869753;-73.845633;1380 E Gun Hill Rd Bronx NY 10469;Bronx;NY;chinese
/biz/good-to-go-bronx-2;Good To Go;$11-30;133;40.851401;-73.843486;1894 Eastchester Rd Bronx NY 10461;Bronx;NY;tradamerican,italian,comfortfood
/biz/jr-gourmet-deli-bronx;Jr Gourmet Deli;$11-30;4;40.8695221;-73.8287875;2045 Bartow Ave Bronx NY 10475;Bronx;NY;delis
/biz/kennedy-fried-chicken-bronx-30;Kennedy Fried Chicken;Under $10;1;40.8757394;-73.8496568;3420 Boston Rd Bronx NY 10469;Bronx;NY;chicken_wings
/biz/kingston-tropical-bakery-bronx;Kingston Tropical Bakery;Under $10;74;40.888617;-73.859654;4000 White Plains Rd Bronx NY 10466;Bronx;NY;bakeries,caribbean
/biz/lash-west-indian-and-american-cuisine-bronx;Lash West Indian And American Cuisine;Under $10;21;40.8711519;-73.8631953;800 Burke Ave Bronx NY 10467;Bronx;NY;indpak,tradamerican
/biz/mingles-bronx;Mingles;$11-30;8;40.8846189;-73.8318809;4012 Boston Rd Bronx NY 10475;Bronx;NY;danceclubs,cafes
/biz/napolitana-pizza-and-restaurant-bronx-2;Napolitana Pizza and Restaurant;Under $10;7;40.856497;-73.8554;2136 Williamsbridge Rd Bronx NY 10461;Bronx;NY;pizza
/biz/no-1-restaurant-bronx;No 1 Restaurant;Under $10;9;40.8696067;-73.8427291;3004 Eastchester Rd Bronx NY 10469;Bronx;NY;chinese
/biz/outback-steakhouse-bronx;Outback Steakhouse;$11-30;65;40.8646629;-73.8297355;270 Baychester Ave Ste 119 Bronx NY 10475;Bronx;NY;steak
/biz/3-way-restaurant-bronx;3 Way Restaurant;$11-30;47;40.8598975;-73.8935665;384 E 188th St Bronx NY 10458;Bronx;NY;latin
/biz/301-cafe-fordham-manor-2;301 Cafe;$11-30;9;40.8628178138;-73.8939635083;301 E Kingsbridge Rd Fordham Manor NY 10458;Fordham Manor;NY;cafes
/biz/aks-halal-deli-and-grill-norwood;AKS Halal Deli & Grill;Under $10;6;40.872759;-73.87788;319 E 204th St Norwood NY 10467;Norwood;NY;halal,hotdogs,grocery
/biz/bedford-cafe-and-restaurant-bronx;Bedford Cafe & Restaurant;$11-30;40;40.8735267;-73.8890707;1 Bedford Park Blvd E Bronx NY 10468;Bronx;NY;tradamerican,cafes
/biz/bedford-pizza-pasta-restaurant-bronx;Bedford Pizza Pasta Restaurant;Under $10;11;40.8680088;-73.884186;380 Bedford Park Blvd Bronx NY 10458;Bronx;NY;pizza
/biz/blue-mediterranean-restaurant-bronx;Blue Mediterranean Restaurant;$11-30;71;40.854526;-73.8880779;2356 Arthur Ave Bronx NY 10458;Bronx;NY;mediterranean,bars
/biz/bronx-alehouse-bronx-2;Bronx Alehouse;$11-30;501;40.8846487;-73.8996766;216 W 238th St Bronx NY 10463;Bronx;NY;pubs,beerbar,chicken_wings
/biz/cafe-al-mercato-bronx;Cafe al Mercato;$11-30;18;40.8541474;-73.8881875;2344 Arthur Ave Bronx NY 10458;Bronx;NY;italian,pizza
/biz/cafeteria-at-lehman-college-new-york;Cafeteria at Lehman College;Under $10;6;40.8729071638;-73.8960458992;250 Bedford Park Blvd W New York NY 10468;New York;NY;cafeteria
/biz/caridad-restaurant-bronx-2;Caridad Restaurant;$11-30;49;40.8694248;-73.9030673;135 W Kingsbridge Rd Bronx NY 10468;Bronx;NY;latin,spanish
/biz/casa-della-mozzarella-italian-deli-bronx;Casa Della Mozzarella Italian Deli;$11-30;101;40.8553469;-73.8874242;604 E 187th St Bronx NY 10458;Bronx;NY;delis,cheese
/biz/com-tam-ninh-kieu-bronx;Com Tam Ninh Kieu;Under $10;184;40.8670345;-73.8981455;2641 Jerome Ave Bronx NY 10468;Bronx;NY;vietnamese
/biz/double-dragon-restaurant-new-york-2;Double Dragon Restaurant;Under $10;13;40.86719;-73.898079;2647 Jerome Ave New York NY 10468;New York;NY;chinese
/biz/dragon-garden-bronx;Dragon Garden;Under $10;13;40.875584;-73.879202;3178 Bainbridge Ave Bronx NY 10467;Bronx;NY;chinese
/biz/el-buen-ambiente-bronx;El Buen Ambiente;$11-30;4;40.8704249;-73.8917863;108 E 198th Street Bronx NY 10468;Bronx;NY;restaurants
/biz/estrellita-poblana-ii-bronx;Estrellita Poblana II;$11-30;63;40.8670645863;-73.8675294498;2819 White Plains Rd Bronx NY 10467;Bronx;NY;mexican
/biz/fordham-fried-seafood-and-chicken-bronx;Fordham Fried Seafood And Chicken;Under $10;15;40.8615512;-73.897185;2468 Grand Concourse Bronx NY 10458;Bronx;NY;hotdogs,halal,seafood
/biz/fordham-restaurant-bronx;Fordham Restaurant;Under $10;15;40.8627805;-73.8964334;2506 Grand Concourse Bronx NY 10458;Bronx;NY;diners,breakfast_brunch
/biz/full-moon-pizzeria-bronx;Full Moon Pizzeria;Under $10;168;40.8553028;-73.8875914;600 E 187th St Bronx NY 10458;Bronx;NY;pizza
/biz/gerbasi-ristorante-bronx;Gerbasi Ristorante;$11-30;60;40.8553492;-73.8880545;2389 Arthur Ave Bronx NY 10458;Bronx;NY;italian
/biz/grand-villa-pizzeria-bronx;Grand Villa Pizzeria;Under $10;8;40.8753767;-73.8871186;3128 Villa Ave Bronx NY 10468;Bronx;NY;pizza
/biz/gyro-king-bronx;Gyro King;Under $10;24;40.8622632;-73.9001913;50 E Fordham Rd Bronx NY 10468;Bronx;NY;pizza,sandwiches,greek
/biz/halaloo-food-bronx;Halaloo Food;Under $10;12;40.8554491;-73.8872223;605 E 187th St Bronx NY 10458;Bronx;NY;mideastern,falafel
/biz/happy-dragon-bronx-2;Happy Dragon;Under $10;10;40.8804293;-73.8835571;3388 Jerome Ave Bronx NY 10467;Bronx;NY;chinese
/biz/house-pizza-bronx;House Pizza;Under $10;9;40.8740692;-73.884406;246 E 204th St Bronx NY 10458;Bronx;NY;pizza
